Model,Feature_Selection,Dimensionality_Reduction_Technique,CV MSE Mean,CV MSE SD,CV MAE Mean,CV MAE SD,Final MSE,Final MAE
NSVR-5,MIT3,KPCA1-4,53.019974276671704,21.13669314591784,6.012741259870792,1.4664061020672756,15.3145931597165,3.2018812741505926
NSVR-5,MIT3,KPCA2-4,51.34464968369615,21.104573759206914,5.684767658183388,1.1068647905131634,15.896996394951877,3.2609687305425883
NSVR-5,MIT3,KPCA1-5,49.22507357185058,15.330997821767328,6.0842399394863635,1.0564387574692167,18.67589058048622,4.138910166821737
NSVR-5,MIT3,KPCA2-5,47.33331465613683,13.661534025111182,5.857530341662676,0.9469669547208275,18.221661419737764,4.055195646498692
NSVR-5,MIT3,KPCA1-6,47.049948415545465,13.704674909070064,6.157231323617544,0.8343471607061692,20.588104528211236,4.420312623186812
NSVR-5,MIT3,KPCA2-6,46.92765073823479,13.537219795626973,6.1876015776192235,0.8270380162043333,20.883693852899142,4.461718542631987
NSVR-5,MIT3,KPCA1-R,48.91236281706271,20.796124481385903,6.2584958523980685,1.1173446295670637,20.699580898659814,4.154302698452543
NSVR-5,MIT3,KPCA2-R,52.597119721959224,26.5169141710864,6.330438051610788,1.711101727221987,26.293278841012675,4.526182221314999
NSVR-5,MIT3,KPCA1-S,145.31389533248108,157.23301703738244,8.139972837995039,4.940370650611244,55.070448543333654,6.381800749349343
NSVR-5,MIT3,KPCA2-S,135.92325681314696,170.62231745915614,8.093614882642948,4.973654803560698,42.51397895698188,5.536908078826225
NSVR-5,MIT3,KPCA1-C,237.06254733098982,85.2095804252995,11.744894341680242,2.384944478170647,150.03954404436277,10.607960329372485
NSVR-5,MIT3,KPCA2-C,186.36160031114045,106.29023224362082,10.482870603867248,3.8217765370045145,105.43581695547569,8.279440633499288
NSVR-5,MIT3,LPCA1,90.73376195026847,78.11687687727262,7.378990514311887,2.505932333549882,23.631996504025405,4.533332896283597
NSVR-5,MIT3,LPCA2,87.64083593296964,75.00004021364832,7.276423393766009,2.5545685878294435,21.279475462025783,4.299563098097481
NSVR-5,MIT3,SPCA1,45.74006359409343,15.196312301964385,6.2019506527195265,0.8391857898465621,25.931057072975232,5.047804674527356
NSVR-5,MIT3,SPCA2,60.586821289421756,36.34073725577917,6.841874022940777,1.294736177729272,31.29169710095569,5.5491022962478
NSVR-5,MIT3,TSVD1,51.17138176515105,15.019441771691714,6.594676989037022,0.9105114489185916,28.336012437398306,4.795738286318777
NSVR-5,MIT3,TSVD2,304.5244265793052,513.5227165952547,8.274821297530421,4.831909181256371,10.371681789995316,2.594532469791794
NSVR-5,PCR2,DL1,1708272532.383161,929195542.757792,21177.961571409152,11287.235344996086,2952200279.3305645,36479.85498066413
NSVR-5,PCR2,FA1,46.30149333275349,14.169709004581883,6.259813172951484,0.5735631180272178,28.674628732920254,5.327776509895067
